$Date;$Time;FH11_Z4_TEMP_SP;FH11_Z4_TEMP_PV;FH11_Z3_TEMP_PV;FH11_Z3_TEMP_MT;FH11_Z3_TEMP_MB;FH11_Z4_TEMP_MB;FH11_Z4_TEMP_MM;FH11_Z4_TEMP_MT;FH11_Z4_MIX_VLV_POS_PV;FH11_Z4_MIX_PRES_PV;FH11_Z4_MIX_PRES_LL;FH11_Z4_MIX_PRES_HL;FH11_PULL
04/23/18;09:58:34;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.131366;0.6;6;55.42502
04/23/18;09:58:35;1155;1154.774;1162.008;1162.008;1160.561;1155.353;1154.919;1154.774;23.40856;1.131366;0.6;6;55.42502
04/23/18;09:58:36;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.134259;0.6;6;55.42502
04/23/18;09:58:37;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.119792;0.6;6;55.42502
04/23/18;09:58:38;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.131366;0.6;6;55.42502
04/23/18;09:58:39;1155;1154.774;1162.008;1162.008;1160.706;1155.353;1154.919;1154.774;23.40856;1.131366;0.6;6;55.42502
04/23/18;09:58:40;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.131366;0.6;6;55.42502
04/23/18;09:58:41;1155;1154.919;1162.008;1162.008;1160.561;1155.498;1154.919;1154.919;23.40856;1.140046;0.6;6;55.42502
04/23/18;09:58:42;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.131366;0.6;6;55.42502
04/23/18;09:58:43;1155;1154.774;1162.008;1162.008;1160.561;1155.353;1154.919;1154.774;23.40856;1.131366;0.6;6;55.42502
04/23/18;09:58:44;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.145833;0.6;6;55.42502
04/23/18;09:58:45;1155;1154.774;1162.008;1162.008;1160.706;1155.353;1154.919;1154.774;23.40856;1.131366;0.6;6;55.42502
04/23/18;09:58:46;1155;1154.774;1161.863;1161.863;1160.561;1155.353;1154.919;1154.774;23.40856;1.140046;0.6;6;55.42502
04/23/18;09:58:47;1155;1154.774;1162.008;1162.008;1160.561;1155.353;1154.919;1154.774;23.40856;1.128472;0.6;6;55.42502
04/23/18;09:58:48;1155;1154.774;1162.008;1162.008;1160.706;1155.353;1154.919;1154.774;23.40856;1.128472;0.6;6;55.42502
04/23/18;09:58:49;1155;1154.774;1162.008;1162.008;1160.561;1155.353;1154.919;1154.774;23.40856;1.134259;0.6;6;55.42502
04/23/18;09:58:50;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.131366;0.6;6;55.42502
04/23/18;09:58:51;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.131366;0.6;6;55.42502
04/23/18;09:58:52;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.128472;0.6;6;55.42502
04/23/18;09:58:53;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.140046;0.6;6;55.42502
04/23/18;09:58:54;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.125579;0.6;6;55.42502
04/23/18;09:58:55;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.125579;0.6;6;55.42502
04/23/18;09:58:56;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.14294;0.6;6;55.42502
04/23/18;09:58:57;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.134259;0.6;6;55.42502
04/23/18;09:58:58;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.128472;0.6;6;55.42502
04/23/18;09:58:59;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.131366;0.6;6;55.42502
04/23/18;09:59:00;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.125579;0.6;6;55.42502
04/23/18;09:59:01;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.131366;0.6;6;55.42502
04/23/18;09:59:02;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.125579;0.6;6;55.42502
04/23/18;09:59:03;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.119792;0.6;6;55.42502
04/23/18;09:59:04;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.128472;0.6;6;55.42502
04/23/18;09:59:05;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.134259;0.6;6;55.42502
04/23/18;09:59:06;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.125579;0.6;6;55.42502
04/23/18;09:59:07;1155;1154.774;1162.008;1162.008;1160.561;1155.353;1154.919;1154.774;23.40856;1.134259;0.6;6;55.42502
04/23/18;09:59:08;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.140046;0.6;6;55.42502
04/23/18;09:59:09;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.125579;0.6;6;55.42502
04/23/18;09:59:10;1155;1154.774;1161.863;1161.863;1160.561;1155.353;1155.208;1154.774;23.40856;1.125579;0.6;6;55.42502
04/23/18;09:59:11;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.134259;0.6;6;55.42502
04/23/18;09:59:12;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.134259;0.6;6;55.42502
04/23/18;09:59:13;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.128472;0.6;6;55.42502
04/23/18;09:59:14;1155;1154.774;1162.008;1162.008;1160.706;1155.498;1154.919;1154.774;23.40856;1.134259;0.6;6;55.42502
04/23/18;09:59:15;1155;1154.774;1162.008;1162.008;1160.561;1155.353;1154.919;1154.774;23.40856;1.134259;0.6;6;55.42502
04/23/18;09:59:16;1155;1154.774;1162.008;1162.008;1160.561;1155.353;1154.919;1154.774;23.40856;1.125579;0.6;6;55.42502
04/23/18;09:59:17;1155;1154.774;1162.008;1162.008;1160.561;1155.353;1154.919;1154.774;23.40856;1.131366;0.6;6;55.42502
04/23/18;09:59:18;1155;1154.774;1162.008;1162.008;1160.561;1155.353;1154.919;1154.774;23.40856;1.134259;0.6;6;55.42502
04/23/18;09:59:19;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.128472;0.6;6;55.42502
04/23/18;09:59:20;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1155.208;1154.774;23.40856;1.140046;0.6;6;55.42502
04/23/18;09:59:21;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.145833;0.6;6;55.42502
04/23/18;09:59:22;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.116898;0.6;6;55.42502
04/23/18;09:59:23;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.131366;0.6;6;55.42502
04/23/18;09:59:24;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.134259;0.6;6;55.42502
04/23/18;09:59:25;1155;1154.774;1162.008;1162.008;1160.561;1155.498;1154.919;1154.774;23.40856;1.131366;0.6;6;55.42502
