$Date;$Time;FH11_Z2C_TEMP_SP;FH11_Z2C_TEMP_PV;FH11_Z1C_TEMP_PV;FH11_Z3_TEMP_PV;FH11_Z2_TEMP_LT;FH11_Z2_TEMP_RT;FH11_PULL;FH11_Z2L_MIX_VLV_POS_PV;FH11_Z2R_MIX_VLV_POS_PV;FH11_Z2L_MIX_PRES_PV;FH11_Z2R_MIX_PRES_PV;FH11_Z2_CLN_VLV_POS_PV;FH11_Z2_WG_DMP_POS_PV
08/17/17;10:35:53;1167;1165.48;1178.356;1159.115;1171.123;1170.689;46.01521;26.82292;18.05556;1.030093;0.9895833;17.41898;4.298942
08/17/17;10:35:54;1167;1165.336;1178.429;1159.115;1171.123;1170.689;46.01521;26.82292;18.05556;1.038773;0.9693287;17.41898;4.21627
08/17/17;10:35:55;1167;1165.48;1178.429;1159.115;1171.123;1170.689;46.01521;26.82292;18.05556;1.038773;0.9895833;17.41898;4.298942
08/17/17;10:35:56;1167;1165.48;1178.356;1159.115;1171.267;1170.689;46.01521;26.82292;18.05556;1.032986;0.9953703;17.41898;4.298942
08/17/17;10:35:57;1167;1165.48;1178.429;1159.115;1171.123;1170.833;46.01521;26.82292;18.05556;1.038773;0.9982638;17.41898;4.21627
08/17/17;10:35:58;1167;1165.48;1178.429;1159.115;1171.123;1170.689;46.01521;26.82292;18.05556;1.030093;0.9895833;17.41898;4.298942
08/17/17;10:35:59;1167;1165.48;1178.356;1159.115;1171.123;1170.689;46.01521;26.82292;17.56366;1.038773;0.9172453;17.41898;4.21627
08/17/17;10:36:00;1167;1165.48;1178.429;1159.115;1171.123;1170.689;46.01521;26.82292;17.56366;1.038773;0.9317129;17.41898;4.21627
08/17/17;10:36:01;1167;1165.336;1178.573;1158.97;1171.123;1170.689;46.01521;26.82292;17.56366;1.038773;0.9375;16.92708;4.298942
08/17/17;10:36:02;1167;1165.48;1178.356;1159.115;1171.123;1170.689;46.01521;26.82292;17.56366;1.032986;0.9317129;16.92708;4.298942
08/17/17;10:36:03;1167;1165.625;1178.573;1159.115;1171.123;1170.689;46.01521;26.82292;17.56366;1.032986;0.9259259;16.92708;4.21627
08/17/17;10:36:04;1167;1165.48;1178.429;1159.115;1171.267;1170.689;46.01521;26.82292;17.56366;1.032986;0.9259259;16.92708;4.21627
08/17/17;10:36:05;1167;1165.48;1178.429;1158.97;1171.267;1170.689;46.01521;26.82292;17.56366;1.038773;0.9259259;16.92708;4.298942
08/17/17;10:36:06;1167;1165.48;1178.573;1158.97;1171.123;1170.689;46.01521;26.82292;17.56366;1.038773;0.9375;16.92708;4.21627
08/17/17;10:36:07;1167;1165.48;1178.501;1158.97;1171.123;1170.689;46.01521;26.15741;17.56366;0.9606482;0.9172453;16.92708;4.298942
08/17/17;10:36:08;1167;1165.48;1178.501;1158.97;1171.123;1170.689;46.01521;26.0706;17.56366;0.9403934;0.9317129;16.92708;4.21627
08/17/17;10:36:09;1167;1165.48;1178.501;1158.97;1171.123;1170.689;46.01521;26.0706;17.56366;0.9375;0.9375;16.92708;4.21627
08/17/17;10:36:10;1167;1165.48;1178.501;1158.97;1171.123;1170.689;46.01521;26.0706;17.56366;0.9403934;0.9230324;16.92708;4.21627
08/17/17;10:36:11;1167;1165.48;1178.573;1158.97;1171.123;1170.689;46.01521;26.0706;17.53472;0.943287;0.9317129;16.92708;4.298942
08/17/17;10:36:12;1167;1165.48;1178.501;1158.97;1171.123;1170.689;46.01521;26.0706;17.56366;0.9461805;0.9230324;16.92708;4.21627
08/17/17;10:36:13;1167;1165.625;1178.501;1158.97;1171.123;1170.689;46.01521;26.0706;17.56366;0.943287;0.9375;16.92708;4.21627
08/17/17;10:36:14;1167;1165.48;1178.573;1158.97;1171.123;1170.689;46.01521;26.0706;17.53472;0.9375;0.9317129;16.92708;4.298942
08/17/17;10:36:15;1167;1165.48;1178.501;1158.97;1171.123;1170.689;46.01521;26.0706;17.56366;0.9375;0.9375;16.92708;4.21627
08/17/17;10:36:16;1167;1165.336;1178.573;1158.97;1171.123;1170.689;46.01521;26.0706;17.56366;0.9461805;0.9317129;16.92708;4.21627
08/17/17;10:36:17;1167;1165.625;1178.501;1158.97;1171.123;1170.689;46.01521;26.0706;17.56366;0.9461805;0.9375;16.92708;4.298942
08/17/17;10:36:18;1167;1165.48;1178.573;1158.97;1171.123;1170.689;46.01521;26.0706;17.53472;0.9461805;0.9288194;16.92708;4.21627
08/17/17;10:36:19;1167;1165.48;1178.573;1158.825;1171.123;1170.544;46.01521;26.0706;17.53472;0.9375;0.9375;16.92708;4.21627
08/17/17;10:36:20;1167;1165.625;1178.501;1158.97;1171.123;1170.689;46.01521;26.0706;17.53472;0.943287;0.9317129;16.92708;4.21627
08/17/17;10:36:21;1167;1165.625;1178.573;1158.97;1171.123;1170.689;46.01521;26.0706;17.56366;0.9403934;0.9288194;16.92708;4.21627
08/17/17;10:36:22;1167;1165.48;1178.501;1158.97;1171.123;1170.689;46.01521;26.0706;17.56366;0.9461805;0.9375;16.92708;4.21627
08/17/17;10:36:23;1167;1165.625;1178.573;1158.97;1171.123;1170.689;46.01521;26.0706;17.53472;0.943287;0.9375;16.92708;4.21627
08/17/17;10:36:24;1167;1165.48;1178.501;1158.825;1171.123;1170.689;46.01521;26.0706;17.56366;0.9461805;0.9230324;16.92708;4.21627
08/17/17;10:36:25;1167;1165.48;1178.501;1158.825;1171.123;1170.689;46.01521;26.0706;17.56366;0.943287;0.9317129;17.04282;4.21627
08/17/17;10:36:26;1167;1165.48;1178.573;1158.825;1171.123;1170.544;46.01521;26.0706;17.56366;0.9403934;0.9317129;17.07176;4.21627
08/17/17;10:36:27;1167;1165.625;1178.501;1158.825;1171.123;1170.544;46.01521;26.0706;17.56366;0.943287;0.9259259;17.07176;4.21627
08/17/17;10:36:28;1167;1165.48;1178.646;1158.825;1171.123;1170.544;46.01521;26.0706;17.56366;0.943287;0.9317129;17.04282;4.21627
08/17/17;10:36:29;1167;1165.48;1178.501;1158.825;1170.833;1170.689;46.01521;26.0706;17.56366;0.943287;0.943287;17.07176;4.21627
08/17/17;10:36:30;1167;1165.48;1178.501;1158.825;1171.123;1170.544;46.01521;26.0706;17.56366;0.9375;0.9317129;17.07176;4.298942
08/17/17;10:36:31;1167;1165.48;1178.573;1158.825;1170.833;1170.689;46.01521;26.0706;17.56366;0.9519675;0.9259259;17.07176;4.298942
08/17/17;10:36:32;1167;1165.48;1178.573;1158.825;1171.123;1170.544;46.01521;26.15741;17.56366;0.9548611;0.9230324;17.04282;4.21627
08/17/17;10:36:33;1167;1165.48;1178.573;1158.825;1171.123;1170.544;46.01521;26.15741;17.56366;0.9577546;0.943287;17.04282;4.21627
08/17/17;10:36:34;1167;1165.625;1178.501;1158.825;1170.833;1170.689;46.01521;26.15741;17.56366;0.9548611;0.9461805;17.07176;4.21627
08/17/17;10:36:35;1167;1165.48;1178.573;1158.825;1171.123;1170.689;46.01521;26.15741;17.56366;0.9519675;0.9375;17.07176;4.21627
08/17/17;10:36:36;1167;1165.48;1178.573;1158.825;1171.123;1170.689;46.01521;26.15741;17.56366;0.9548611;0.9288194;17.04282;4.21627
08/17/17;10:36:37;1167;1165.48;1178.573;1158.825;1170.833;1170.544;46.01521;26.90972;17.56366;0.9577546;0.9403934;17.07176;4.298942
08/17/17;10:36:38;1167;1165.48;1178.573;1158.825;1170.833;1170.544;46.01521;27.0544;17.56366;0.9548611;0.9259259;17.07176;4.298942
08/17/17;10:36:39;1167;1165.48;1178.501;1158.825;1170.833;1170.544;46.01521;27.77778;17.56366;0.9982638;0.943287;17.07176;4.21627
08/17/17;10:36:40;1167;1165.625;1178.573;1158.825;1170.833;1170.544;46.01521;27.77778;17.56366;1.038773;0.9375;17.07176;4.21627
08/17/17;10:36:41;1167;1165.48;1178.501;1158.825;1171.123;1170.544;46.01521;28.06713;17.56366;1.067708;0.9403934;17.07176;4.298942
08/17/17;10:36:42;1167;1165.48;1178.573;1158.825;1170.833;1170.544;46.01521;28.06713;17.56366;1.073495;0.9403934;17.07176;4.21627
08/17/17;10:36:43;1167;1165.48;1178.646;1158.825;1170.833;1170.544;46.01521;28.06713;17.56366;1.061921;0.9403934;17.07176;4.21627
08/17/17;10:36:44;1167;1165.48;1178.501;1158.825;1170.833;1170.544;46.01521;28.06713;17.56366;1.073495;0.9375;17.07176;4.298942
08/17/17;10:36:45;1167;1165.48;1178.501;1158.536;1170.833;1170.544;46.01521;28.06713;17.56366;1.073495;0.9403934;17.07176;4.21627
08/17/17;10:36:46;1167;1165.625;1178.501;1158.825;1170.833;1170.544;46.01521;28.09606;17.56366;1.073495;0.9288194;17.07176;4.21627
08/17/17;10:36:47;1167;1165.625;1178.573;1158.536;1170.833;1170.544;46.01521;28.09606;17.56366;1.085069;0.9375;17.07176;4.298942
08/17/17;10:36:48;1167;1165.625;1178.501;1158.825;1170.833;1170.544;46.01521;28.09606;17.56366;1.076389;0.9288194;17.07176;4.21627
