$Date;$Time;FH11_Z1_TEMP_SP;FH11_Z1_TEMP_PV;WE_ZR_TEMP_PV;FH11_Z2C_TEMP_PV;FH11_Z1_MIX_PRES_PV;FH11_Z1_MIX_VLV_POS_PV;FH11_PULL;FH11_Z1A_CD_POS_PV;FH11_Z1BL_CD_POS_PV;FH11_Z1BR_CD_POS_PV
08/17/17;10:35:16;1176;1176.367;1269.647;1165.336;1.762153;33.47801;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:17;1176;1176.367;1269.647;1165.336;1.750579;33.47801;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:18;1176;1176.439;1269.647;1165.336;1.750579;33.47801;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:19;1176;1176.439;1269.502;1165.336;1.750579;33.47801;46.01521;35.79282;98.64005;1.215279
08/17/17;10:35:20;1176;1176.584;1269.502;1165.336;1.756366;33.47801;46.01521;35.79282;98.64005;1.215279
08/17/17;10:35:21;1176;1176.584;1269.502;1165.336;1.762153;33.44907;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:22;1176;1176.584;1269.502;1165.336;1.750579;33.47801;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:23;1176;1176.584;1269.502;1165.336;1.753472;33.44907;46.01521;35.79282;98.64005;1.215279
08/17/17;10:35:24;1176;1176.584;1269.502;1165.336;1.753472;33.44907;46.01521;35.79282;98.64005;1.215279
08/17/17;10:35:25;1176;1176.584;1269.502;1165.48;1.721643;33.18866;46.01521;35.79282;98.64005;1.215279
08/17/17;10:35:26;1176;1176.693;1269.647;1165.48;1.704282;33.18866;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:27;1176;1176.693;1269.647;1165.48;1.707176;33.18866;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:28;1176;1176.656;1269.647;1165.48;1.71875;33.18866;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:29;1176;1176.656;1269.647;1165.48;1.733217;33.18866;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:30;1176;1176.693;1269.647;1165.336;1.712963;33.18866;46.01521;35.79282;98.64005;1.215279
08/17/17;10:35:31;1176;1176.693;1269.647;1165.48;1.631944;32.52315;46.01521;35.8507;98.64005;1.215279
08/17/17;10:35:32;1176;1176.693;1269.647;1165.48;1.62037;32.52315;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:33;1176;1176.656;1269.502;1165.48;1.61169;32.52315;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:34;1176;1176.801;1269.647;1165.336;1.62037;32.52315;46.01521;35.79282;98.64005;1.215279
08/17/17;10:35:35;1176;1176.801;1269.647;1165.336;1.62037;32.52315;46.01521;35.79282;98.64005;1.215279
08/17/17;10:35:36;1176;1176.729;1269.502;1165.48;1.62037;32.52315;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:37;1176;1176.729;1269.502;1165.48;1.62037;32.52315;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:38;1176;1176.801;1269.502;1165.48;1.631944;32.52315;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:39;1176;1176.729;1269.502;1165.48;1.530671;31.85764;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:40;1176;1176.801;1269.502;1165.48;1.533565;31.85764;46.01521;35.76389;98.64005;1.273155
08/17/17;10:35:41;1176;1176.765;1269.502;1165.48;1.521991;31.85764;46.01521;35.76389;98.64005;1.273155
08/17/17;10:35:42;1176;1176.729;1269.502;1165.336;1.524884;31.85764;46.01521;35.79282;98.64005;1.273155
08/17/17;10:35:43;1176;1176.837;1269.647;1165.48;1.536458;31.85764;46.01521;35.79282;98.64005;1.215279
08/17/17;10:35:44;1176;1176.837;1269.502;1165.48;1.530671;31.85764;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:45;1176;1176.837;1269.647;1165.48;1.545139;31.85764;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:46;1176;1176.801;1269.502;1165.48;1.548032;31.85764;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:47;1176;1176.801;1269.647;1165.48;1.481481;31.65509;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:48;1176;1176.801;1269.502;1165.48;1.490162;31.65509;46.01521;35.79282;98.64005;1.215279
08/17/17;10:35:49;1176;1176.837;1269.647;1165.48;1.487268;31.65509;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:50;1176;1176.837;1269.502;1165.336;1.478588;31.65509;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:51;1176;1176.91;1269.502;1165.48;1.501736;31.65509;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:52;1176;1176.91;1269.502;1165.48;1.490162;31.65509;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:53;1176;1176.91;1269.213;1165.48;1.414931;30.93171;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:54;1176;1176.874;1269.213;1165.336;1.391782;30.93171;46.01521;35.76389;98.64005;1.215279
08/17/17;10:35:55;1176;1176.91;1269.213;1165.48;1.400463;30.93171;46.01521;36.34259;98.64005;1.215279
08/17/17;10:35:56;1176;1176.91;1269.502;1165.48;1.400463;30.93171;46.01521;36.57408;98.64005;1.215279
08/17/17;10:35:57;1176;1176.91;1269.213;1165.48;1.400463;30.93171;46.01521;36.57408;98.64005;1.215279
08/17/17;10:35:58;1176;1176.982;1269.213;1165.48;1.409143;30.93171;46.01521;36.5162;98.64005;1.215279
08/17/17;10:35:59;1176;1176.982;1269.213;1165.48;1.400463;30.93171;46.01521;36.57408;98.64005;1.215279
08/17/17;10:36:00;1176;1176.91;1269.213;1165.48;1.40625;30.93171;46.01521;36.5162;98.64005;1.215279
08/17/17;10:36:01;1176;1177.127;1269.213;1165.336;1.359954;30.52662;46.01521;36.5162;98.64005;1.215279
08/17/17;10:36:02;1176;1176.982;1269.213;1165.48;1.328125;30.2662;46.01521;36.5162;98.64005;1.215279
08/17/17;10:36:03;1176;1177.127;1269.502;1165.625;1.328125;30.2662;46.01521;36.5162;98.64005;1.215279
08/17/17;10:36:04;1176;1176.982;1269.502;1165.48;1.319444;30.2662;46.01521;36.5162;98.64005;1.215279
08/17/17;10:36:05;1176;1176.982;1269.502;1165.48;1.232639;29.65856;46.01521;36.57408;98.64005;1.215279
08/17/17;10:36:06;1176;1177.127;1269.502;1165.48;1.206597;29.34028;46.01521;36.5162;98.64005;1.215279
08/17/17;10:36:07;1176;1177.127;1269.502;1165.48;1.20081;29.34028;46.01521;36.5162;98.64005;1.215279
08/17/17;10:36:08;1176;1177.127;1269.647;1165.48;1.203704;29.34028;46.01521;36.5162;98.64005;1.215279
08/17/17;10:36:09;1176;1177.127;1269.502;1165.48;1.14294;28.90625;46.01521;36.5162;98.64005;1.215279
08/17/17;10:36:10;1176;1177.127;1269.502;1165.48;1.131366;28.79051;46.01521;36.5162;98.64005;1.215279
08/17/17;10:36:11;1176;1177.127;1269.502;1165.48;1.131366;28.79051;46.01521;36.5162;98.64005;1.215279
08/17/17;10:36:12;1176;1177.127;1269.502;1165.48;1.128472;28.79051;46.01521;36.5162;98.64005;1.215279
08/17/17;10:36:13;1176;1177.127;1269.502;1165.625;1.131366;28.79051;46.01521;36.5162;98.64005;1.215279
08/17/17;10:36:14;1176;1177.127;1269.502;1165.48;1.128472;28.79051;46.01521;36.5162;98.64005;1.215279
08/17/17;10:36:15;1176;1177.127;1269.502;1165.48;1.134259;28.79051;46.01521;36.57408;98.64005;1.215279
08/17/17;10:36:16;1176;1177.163;1269.502;1165.336;1.128472;28.79051;46.01521;36.5162;98.64005;1.215279
08/17/17;10:36:17;1176;1177.127;1269.502;1165.625;1.125579;28.79051;46.01521;36.57408;98.64005;1.215279
08/17/17;10:36:18;1176;1177.127;1269.502;1165.48;1.116898;28.79051;46.01521;36.5162;98.64005;1.215279
08/17/17;10:36:19;1176;1177.127;1269.213;1165.48;1.119792;28.79051;46.01521;36.57408;98.64005;1.273155
08/17/17;10:36:20;1176;1177.127;1269.502;1165.625;1.119792;28.79051;46.01521;36.57408;98.64005;1.215279
08/17/17;10:36:21;1176;1177.127;1269.647;1165.625;1.125579;28.79051;46.01521;36.5162;98.64005;1.215279
08/17/17;10:36:22;1176;1177.127;1269.647;1165.48;1.128472;28.79051;46.01521;36.5162;98.64005;1.215279
