nr;FH11_PULL
1868;55.425020
1869;55.425020
1870;55.425020
1871;55.425020
1872;55.425020
1873;55.425020
1874;55.425020
1875;55.425020
1876;55.425020
1877;55.425020
1878;55.425020
1879;55.425020
1880;55.425020
1881;55.425020
1882;55.425020
1883;55.425020
1884;55.425020
1885;55.425020
1886;55.425020
1887;55.425020
1888;55.425020
1889;55.425020
1890;55.425020
1891;55.425020
1892;55.425020
1893;55.425020
1894;55.425020
1895;55.425020
1896;55.425020
1897;55.425020
1898;55.425020
1899;55.425020
1900;55.425020
1901;55.425020
1902;55.425020
1903;55.425020
1904;55.425020
1905;55.425020
1906;55.425020
1907;55.425020
1908;55.425020
1909;55.425020
1910;55.425020
1911;55.425020
1912;55.425020
1913;55.425020
1914;55.425020
1915;55.425020
1916;55.425020
1917;55.425020
1918;55.425020
1919;55.425020
1920;55.425020
1921;55.425020
1922;55.425020
1923;55.425020
1924;55.425020
1925;55.425020
1926;55.425020
1927;55.425020
1928;55.425020
1929;55.425020
1930;55.425020
1931;55.425020
1932;55.425020
1933;55.425020
1934;55.425020
1935;55.425020
1936;55.425020
1937;55.425020
1938;55.425020
1939;55.425020
1940;55.425020
1941;55.425020
1942;55.425020
1943;55.425020
1944;55.425020
1945;55.425020
1946;55.425020
1947;55.425020
1948;55.425020
1949;55.425020
1950;55.425020
1951;55.425020
1952;55.425020
1953;55.425020
1954;55.425020
1955;55.425020
1956;55.425020
1957;55.425020
1958;55.425020
1959;55.425020
1960;55.425020
1961;55.425020
1962;55.425020
1963;55.425020
1964;55.425020
1965;55.425020
1966;55.425020
1967;55.425020
1968;55.425020
1969;55.425020
1970;55.425020
1971;55.425020
1972;55.425020
1973;55.425020
1974;55.425020
1975;55.425020
1976;55.425020
1977;55.425020
1978;55.425020
1979;55.425020
1980;55.425020
1981;55.425020
1982;55.425020
1983;55.425020
1984;55.425020
1985;55.425020
1986;55.425020
1987;55.425020
1988;55.425020
1989;55.425020
1990;55.425020
1991;55.425020
1992;55.425020
1993;55.425020
1994;55.425020
1995;55.425020
1996;55.425020
1997;55.425020
1998;55.425020
1999;55.425020
2000;55.425020
2001;55.425020
2002;55.425020
2003;55.425020
2004;55.425020
2005;55.425020
2006;55.425020
2007;55.425020
2008;55.425020
2009;55.425020
2010;55.425020
2011;55.425020
2012;55.425020
2013;55.425020
2014;55.425020
2015;55.425020
2016;55.425020
2017;55.425020
2018;55.425020
2019;55.425020
2020;55.425020
2021;55.425020
2022;55.425020
2023;55.425020
2024;55.425020
2025;55.425020
2026;55.425020
2027;55.425020
2028;55.425020
2029;55.425020
2030;55.425020
2031;55.425020
2032;55.425020
2033;55.425020
2034;55.425020
2035;55.425020
2036;55.425020
2037;55.425020
2038;55.425020
2039;55.425020
2040;55.425020
2041;55.425020
2042;55.425020
2043;55.425020
2044;55.425020
2045;55.425020
2046;55.425020
2047;55.425020
2048;55.425020
2049;55.425020
2050;55.425020
2051;55.425020
2052;55.425020
2053;55.425020
2054;55.425020
2055;55.425020
2056;55.425020
2057;55.425020
2058;55.425020
2059;55.425020
2060;55.425020
2061;55.425020
2062;55.425020
2063;55.425020
2064;55.425020
2065;55.425020
2066;55.425020
2067;55.425020
2068;55.425020
2069;55.425020
2070;55.425020
2071;55.425020
2072;55.425020
2073;55.425020
2074;55.425020
2075;55.425020
2076;55.425020
2077;55.425020
2078;55.425020
2079;55.425020
2080;55.425020
2081;55.425020
2082;55.425020
2083;55.425020
2084;55.425020
2085;55.425020
2086;55.425020
2087;55.425020
2088;55.425020
2089;55.425020
2090;55.425020
2091;55.425020
2092;55.425020
2093;55.425020
2094;55.425020
2095;55.425020
2096;55.425020
2097;55.425020
2098;55.425020
2099;55.425020
2100;55.425020
2101;55.425020
2102;55.425020
2103;55.425020
2104;55.425020
2105;55.425020
2106;55.425020
2107;55.425020
2108;55.425020
2109;55.425020
2110;55.425020
2111;55.425020
2112;55.425020
2113;55.425020
2114;55.425020
2115;55.425020
2116;55.425020
2117;55.425020
2118;55.425020
2119;55.425020
2120;55.425020
2121;55.425020
2122;55.425020
2123;55.425020
2124;55.425020
2125;55.425020
2126;55.425020
2127;55.425020
2128;55.425020
2129;55.425020
2130;55.425020
2131;55.425020
2132;55.425020
2133;55.425020
2134;55.425020
2135;55.425020
2136;55.425020
2137;55.425020
2138;55.425020
2139;55.425020
2140;55.425020
2141;55.425020
2142;55.425020
2143;55.425020
2144;55.425020
2145;55.425020
2146;55.425020
2147;55.425020
2148;55.425020
2149;55.425020
2150;55.425020
2151;55.425020
2152;55.425020
2153;55.425020
2154;55.425020
2155;55.425020
2156;55.425020
2157;55.425020
2158;55.425020
2159;55.425020
2160;55.425020
2161;55.425020
2162;55.425020
2163;55.425020
2164;55.425020
2165;55.425020
2166;55.425020
2167;55.425020
2168;55.425020
2169;55.425020
2170;55.425020
2171;55.425020
2172;55.425020
2173;55.425020
2174;55.425020
2175;55.425020
2176;55.425020
2177;55.425020
2178;55.425020
2179;55.425020
2180;55.425020
2181;55.425020
2182;55.425020
2183;55.425020
2184;55.425020
2185;55.425020
2186;55.425020
2187;55.425020
2188;55.425020
2189;55.425020
2190;55.425020
2191;55.425020
2192;55.425020
2193;55.425020
2194;55.425020
2195;55.425020
2196;55.425020
2197;55.425020
2198;55.425020
2199;55.425020
2200;55.425020
2201;55.425020
2202;55.425020
2203;55.425020
2204;55.425020
2205;55.425020
2206;55.425020
2207;55.425020
2208;55.425020
2209;55.425020
2210;55.425020
2211;55.425020
2212;55.425020
2213;55.425020
2214;55.425020
2215;55.425020
2216;55.425020
2217;55.425020
2218;55.425020
2219;55.425020
2220;55.425020
2221;55.425020
2222;55.425020
2223;55.425020
2224;55.425020
2225;55.425020
2226;55.425020
2227;55.425020
2228;55.425020
2229;55.425020
2230;55.425020
2231;55.425020
2232;55.425020
2233;55.425020
2234;55.425020
2235;55.425020
2236;55.425020
2237;55.425020
2238;55.425020
2239;55.425020
2240;55.425020
2241;55.425020
2242;55.425020
2243;55.425020
2244;55.425020
2245;55.425020
2246;55.425020
2247;55.425020
2248;55.425020
2249;55.425020
2250;55.425020
2251;55.425020
2252;55.425020
2253;55.425020
2254;55.425020
2255;55.425020
2256;55.425020
2257;55.425020
2258;55.425020
2259;55.425020
2260;55.425020
2261;55.425020
2262;55.425020
2263;55.425020
2264;55.425020
2265;55.425020
2266;55.425020
2267;55.425020
2268;55.425020
2269;55.425020
2270;55.425020
2271;55.425020
2272;55.425020
2273;55.425020
2274;55.425020
2275;55.425020
2276;55.425020
2277;55.425020
2278;55.425020
2279;55.425020
2280;55.425020
2281;55.425020
2282;55.425020
2283;55.425020
2284;55.425020
2285;55.425020
2286;55.425020
2287;55.425020
2288;55.425020
2289;55.425020
2290;55.425020
2291;55.425020
2292;55.425020
2293;55.425020
2294;55.425020
2295;55.425020
2296;55.425020
2297;55.425020
2298;55.425020
2299;55.425020
2300;55.425020
2301;55.425020
2302;55.425020
2303;55.425020
2304;55.425020
2305;55.425020
2306;55.425020
2307;55.425020
2308;55.425020
2309;55.425020
2310;55.425020
2311;55.425020
2312;55.425020
2313;55.425020
2314;55.425020
2315;55.425020
2316;55.425020
2317;55.425020
2318;55.425020
2319;55.425020
2320;55.425020
2321;55.425020
2322;55.425020
2323;55.425020
2324;55.425020
2325;55.425020
2326;55.425020
2327;55.425020
2328;55.425020
2329;55.425020
2330;55.425020
2331;55.425020
2332;55.425020
2333;55.425020
2334;55.425020
2335;55.425020
2336;55.425020
2337;55.425020
2338;55.425020
2339;55.425020
2340;55.425020
2341;55.425020
2342;55.425020
2343;55.425020
2344;55.425020
2345;55.425020
2346;55.425020
2347;55.425020
2348;55.425020
2349;55.425020
2350;55.425020
2351;55.425020
2352;55.425020
2353;55.425020
2354;55.425020
2355;55.425020
2356;55.425020
2357;55.425020
2358;55.425020
2359;55.425020
2360;55.425020
2361;55.425020
2362;55.425020
2363;55.425020
2364;55.425020
2365;55.425020
2366;55.425020
2367;55.425020
2368;55.425020
2369;55.425020
2370;55.425020
2371;55.425020
2372;55.425020
2373;55.425020
2374;55.425020
2375;55.425020
2376;55.425020
2377;55.425020
2378;55.425020
2379;55.425020
2380;55.425020
2381;55.425020
2382;55.425020
2383;55.425020
2384;55.425020
2385;55.425020
2386;55.425020
2387;55.425020
2388;55.425020
2389;55.425020
2390;55.425020
2391;55.425020
2392;55.425020
2393;55.425020
2394;55.425020
2395;55.425020
2396;55.425020
2397;55.425020
2398;55.425020
2399;55.425020
2400;55.425020
2401;55.425020
2402;55.425020
2403;55.425020
2404;55.425020
2405;55.425020
2406;55.425020
2407;55.425020
2408;55.425020
2409;55.425020
2410;55.425020
2411;55.425020
2412;55.425020
2413;55.425020
2414;55.425020
2415;55.425020
2416;55.425020
2417;55.425020
2418;55.425020
2419;55.425020
2420;55.425020
2421;55.425020
2422;55.425020
2423;55.425020
2424;55.425020
2425;55.425020
2426;55.425020
2427;55.425020
2428;55.425020
2429;55.425020
2430;55.425020
2431;55.425020
2432;55.425020
2433;55.425020
2434;55.425020
2435;55.425020
2436;55.425020
2437;55.425020
2438;55.425020
2439;55.425020
2440;55.425020
2441;55.425020
2442;55.425020
2443;55.425020
2444;55.425020
2445;55.425020
2446;55.425020
2447;55.425020
2448;55.425020
2449;55.425020
2450;55.425020
2451;55.425020
2452;55.425020
2453;55.425020
2454;55.425020
2455;55.425020
2456;55.425020
2457;55.425020
2458;55.425020
2459;55.425020
2460;55.425020
2461;55.425020
2462;55.425020
2463;55.425020
2464;55.425020
2465;55.425020
2466;55.425020
2467;55.425020
2468;55.425020
2469;55.425020
2470;55.425020
2471;55.425020
2472;55.425020
2473;55.425020
2474;55.425020
2475;55.425020
2476;55.425020
2477;55.425020
2478;55.425020
2479;55.425020
2480;55.425020
2481;55.425020
2482;55.425020
2483;55.425020
2484;55.425020
2485;55.425020
2486;55.425020
2487;55.425020
2488;55.425020
2489;55.425020
2490;55.425020
2491;55.425020
2492;55.425020
2493;55.425020
2494;55.425020
2495;55.425020
2496;55.425020
2497;55.425020
2498;55.425020
2499;55.425020
2500;55.425020
2501;55.425020
2502;55.425020
2503;55.425020
2504;55.425020
2505;55.425020
2506;55.425020
2507;55.425020
2508;55.425020
2509;55.425020
2510;55.425020
2511;55.425020
2512;55.425020
2513;55.425020
2514;55.425020
2515;55.425020
2516;55.425020
2517;55.425020
2518;55.425020
2519;55.425020
2520;55.425020
2521;55.425020
2522;55.425020
2523;55.425020
2524;55.425020
2525;55.425020
2526;55.425020
2527;55.425020
2528;55.425020
2529;55.425020
2530;55.425020
2531;55.425020
2532;55.425020
2533;55.425020
2534;55.425020
2535;55.425020
2536;55.425020
2537;55.425020
2538;55.425020
2539;55.425020
2540;55.425020
2541;55.425020
2542;55.425020
2543;55.425020
2544;55.425020
2545;55.425020
2546;55.425020
2547;55.425020
2548;55.425020
2549;55.425020
2550;55.425020
2551;55.425020
2552;55.425020
2553;55.425020
2554;55.425020
2555;55.425020
2556;55.425020
2557;55.425020
2558;55.425020
2559;55.425020
2560;55.425020
2561;55.425020
2562;55.425020
2563;55.425020
2564;55.425020
2565;55.425020
2566;55.425020
2567;55.425020
2568;55.425020
2569;55.425020
2570;55.425020
2571;55.425020
2572;55.425020
2573;55.425020
2574;55.425020
2575;55.425020
2576;55.425020
2577;55.425020
2578;55.425020
2579;55.425020
2580;55.425020
2581;55.425020
2582;55.425020
2583;55.425020
2584;55.425020
2585;55.425020
2586;55.425020
2587;55.425020
2588;55.425020
2589;55.425020
2590;55.425020
2591;55.425020
2592;55.425020
2593;55.425020
2594;55.425020
2595;55.425020
2596;55.425020
2597;55.425020
2598;55.425020
2599;55.425020
2600;55.425020
2601;55.425020
2602;55.425020
2603;55.425020
2604;55.425020
2605;55.425020
2606;55.425020
2607;55.425020
2608;55.425020
2609;55.425020
2610;55.425020
2611;55.425020
2612;55.425020
2613;55.425020
2614;55.425020
2615;55.425020
2616;55.425020
2617;55.425020
2618;55.425020
2619;55.425020
2620;55.425020
2621;55.425020
2622;55.425020
2623;55.425020
2624;55.425020
2625;55.425020
2626;55.425020
2627;55.425020
2628;55.425020
2629;55.425020
2630;55.425020
2631;55.425020
2632;55.425020
2633;55.425020
2634;55.425020
2635;55.425020
2636;55.425020
2637;55.425020
2638;55.425020
2639;55.425020
2640;55.425020
2641;55.425020
2642;55.425020
2643;55.425020
2644;55.425020
2645;55.425020
2646;55.425020
2647;55.425020
2648;55.425020
2649;55.425020
2650;55.425020
2651;55.425020
2652;55.425020
2653;55.425020
2654;55.425020
2655;55.425020
2656;55.425020
2657;55.425020
2658;55.425020
2659;55.425020
2660;55.425020
2661;55.425020
2662;55.425020
2663;55.425020
2664;55.425020
2665;55.425020
2666;55.425020
2667;55.425020
2668;55.425020
2669;55.425020
2670;55.425020
2671;55.425020
2672;55.425020
2673;55.425020
2674;55.425020
2675;55.425020
2676;55.425020
2677;55.425020
2678;55.425020
2679;55.425020
2680;55.425020
2681;55.425020
2682;55.425020
2683;55.425020
2684;55.425020
2685;55.425020
2686;55.425020
2687;55.425020
2688;55.425020
2689;55.425020
2690;55.425020
2691;55.425020
2692;55.425020
2693;55.425020
2694;55.425020
2695;55.425020
2696;55.425020
2697;55.425020
2698;55.425020
2699;55.425020
2700;55.425020
2701;55.425020
2702;55.425020
2703;55.425020
2704;55.425020
2705;55.425020
2706;55.425020
2707;55.425020
2708;55.425020
2709;55.425020
2710;55.425020
2711;55.425020
2712;55.425020
2713;55.425020
2714;55.425020
2715;55.425020
2716;55.425020
2717;55.425020
2718;55.425020
2719;55.425020
2720;55.425020
2721;55.425020
2722;55.425020
2723;55.425020
2724;55.425020
2725;55.425020
2726;55.425020
2727;55.425020
2728;55.425020
2729;55.425020
2730;55.425020
2731;55.425020
2732;55.425020
2733;55.425020
2734;55.425020
2735;55.425020
2736;55.425020
2737;55.425020
2738;55.425020
2739;55.425020
2740;55.425020
2741;55.425020
2742;55.425020
2743;55.425020
2744;55.425020
2745;55.425020
2746;55.425020
2747;55.425020
2748;55.425020
2749;55.425020
2750;55.425020
2751;55.425020
2752;55.425020
2753;55.425020
2754;55.425020
2755;55.425020
2756;55.425020
2757;55.425020
2758;55.425020
2759;55.425020
2760;55.425020
2761;55.425020
2762;55.425020
2763;55.425020
2764;55.425020
2765;55.425020
2766;55.425020
2767;55.425020
2768;55.425020
2769;55.425020
2770;55.425020
2771;55.425020
2772;55.425020
2773;55.425020
2774;55.425020
2775;55.425020
2776;55.425020
2777;55.425020
2778;55.425020
2779;55.425020
2780;55.425020
2781;55.425020
2782;55.425020
2783;55.425020
2784;55.425020
2785;55.425020
2786;55.425020
2787;55.425020
2788;55.425020
2789;55.425020
2790;55.425020
2791;55.425020
2792;55.425020
2793;55.425020
2794;55.425020
2795;55.425020
2796;55.425020
2797;55.425020
2798;55.425020
2799;55.425020
2800;55.425020
2801;55.425020
2802;55.425020
2803;55.425020
2804;55.425020
2805;55.425020
2806;55.425020
2807;55.425020
2808;55.425020
2809;55.425020
2810;55.425020
2811;55.425020
2812;55.425020
2813;55.425020
2814;55.425020
2815;55.425020
2816;55.425020
2817;55.425020
2818;55.425020
2819;55.425020
2820;55.425020
2821;55.425020
2822;55.425020
2823;55.425020
2824;55.425020
2825;55.425020
2826;55.425020
2827;55.425020
2828;55.425020
2829;55.425020
2830;55.425020
2831;55.425020
2832;55.425020
2833;55.425020
2834;55.425020
2835;55.425020
2836;55.425020
2837;55.425020
2838;55.425020
2839;55.425020
2840;55.425020
2841;55.425020
2842;55.425020
2843;55.425020
2844;55.425020
2845;55.425020
2846;55.425020
2847;55.425020
2848;55.425020
2849;55.425020
2850;55.425020
2851;55.425020
2852;55.425020
2853;55.425020
2854;55.425020
2855;55.425020
2856;55.425020
2857;55.425020
2858;55.425020
2859;55.425020
2860;55.425020
2861;55.425020
2862;55.425020
2863;55.425020
2864;55.425020
2865;55.425020
2866;55.425020
2867;55.425020
2868;55.425020
2869;55.425020
2870;55.425020
2871;55.425020
2872;55.425020
2873;55.425020
2874;55.425020
2875;55.425020
2876;55.425020
2877;55.425020
2878;55.425020
2879;55.425020
2880;55.425020
2881;55.425020
2882;55.425020
2883;55.425020
2884;55.425020
2885;55.425020
2886;55.425020
2887;55.425020
2888;55.425020
2889;55.425020
2890;55.425020
2891;55.425020
2892;55.425020
2893;55.425020
2894;55.425020
2895;55.425020
2896;55.425020
2897;55.425020
2898;55.425020
2899;55.425020
2900;55.425020
2901;55.425020
2902;55.425020
2903;55.425020
2904;55.425020
2905;55.425020
2906;55.425020
2907;55.425020
2908;55.425020
2909;55.425020
2910;55.425020
2911;55.425020
2912;55.425020
2913;55.425020
2914;55.425020
2915;55.425020
2916;55.425020
2917;55.425020
2918;55.425020
2919;55.425020
2920;55.425020
2921;55.425020
2922;55.425020
2923;55.425020
2924;55.425020
2925;55.425020
2926;55.425020
2927;55.425020
2928;55.425020
2929;55.425020
2930;55.425020
2931;55.425020
2932;55.425020
2933;55.425020
2934;55.425020
2935;55.425020
2936;55.425020
2937;55.425020
2938;55.425020
2939;55.425020
2940;55.425020
2941;55.425020
2942;55.425020
2943;55.425020
2944;55.425020
2945;55.425020
2946;55.425020
2947;55.425020
2948;55.425020
2949;55.425020
2950;55.425020
2951;55.425020
2952;55.425020
2953;55.425020
2954;55.425020
2955;55.425020
2956;55.425020
2957;55.425020
2958;55.425020
2959;55.425020
2960;55.425020
2961;55.425020
2962;55.425020
2963;55.425020
2964;55.425020
2965;55.425020
2966;55.425020
2967;55.425020
2968;55.425020
2969;55.425020
2970;55.425020
2971;55.425020
2972;55.425020
2973;55.425020
2974;55.425020
2975;55.425020
2976;55.425020
2977;55.425020
2978;55.425020
2979;55.425020
2980;55.425020
2981;55.425020
2982;55.425020
2983;55.425020
2984;55.425020
2985;55.425020
2986;55.425020
2987;55.425020
2988;55.425020
2989;55.425020
2990;55.425020
2991;55.425020
2992;55.425020
2993;55.425020
2994;55.425020
2995;55.425020
2996;55.425020
2997;55.425020
2998;55.425020
2999;55.425020
3000;55.425020
3001;55.425020
3002;55.425020
3003;55.425020
3004;55.425020
3005;55.425020
3006;55.425020
3007;55.425020
3008;55.425020
3009;55.425020
3010;55.425020
3011;55.425020
3012;55.425020
3013;55.425020
3014;55.425020
3015;55.425020
3016;55.425020
3017;55.425020
3018;55.425020
3019;55.425020
3020;55.425020
3021;55.425020
3022;55.425020
3023;55.425020
3024;55.425020
3025;55.425020
3026;55.425020
3027;55.425020
3028;55.425020
3029;55.425020
3030;55.425020
3031;55.425020
3032;55.425020
3033;55.425020
3034;55.425020
3035;55.425020
3036;55.425020
3037;55.425020
3038;55.425020
3039;55.425020
3040;55.425020
3041;55.425020
3042;55.425020
3043;55.425020
3044;55.425020
3045;55.425020
3046;55.425020
3047;55.425020
3048;55.425020
3049;55.425020
3050;55.425020
3051;55.425020
3052;55.425020
3053;55.425020
3054;55.425020
3055;55.425020
3056;55.425020
3057;55.425020
3058;55.425020
3059;55.425020
3060;55.425020
3061;55.425020
3062;55.425020
3063;55.425020
3064;55.425020
3065;55.425020
3066;55.425020
3067;55.425020
3068;55.425020
3069;55.425020
3070;55.425020
3071;55.425020
3072;55.425020
3073;55.425020
3074;55.425020
3075;55.425020
3076;55.425020
3077;55.425020
3078;55.425020
3079;55.425020
3080;55.425020
3081;55.425020
3082;55.425020
3083;55.425020
3084;55.425020
3085;55.425020
3086;55.425020
3087;55.425020
3088;55.425020
3089;55.425020
3090;55.425020
3091;55.425020
3092;55.425020
3093;55.425020
3094;55.425020
3095;55.425020
3096;55.425020
3097;55.425020
3098;55.425020
3099;55.425020
3100;55.425020
3101;55.425020
3102;55.425020
3103;55.425020
3104;55.425020
3105;55.425020
3106;55.425020
3107;55.425020
3108;55.425020
3109;55.425020
3110;55.425020
3111;55.425020
3112;55.425020
3113;55.425020
3114;55.425020
3115;55.425020
3116;55.425020
3117;55.425020
3118;55.425020
3119;55.425020
3120;55.425020
3121;55.425020
3122;55.425020
3123;55.425020
3124;55.425020
3125;55.425020
3126;55.425020
3127;55.425020
3128;55.425020
3129;55.425020
3130;55.425020
3131;55.425020
3132;55.425020
3133;55.425020
3134;55.425020
3135;55.425020
3136;55.425020
3137;55.425020
3138;55.425020
3139;55.425020
3140;55.425020
3141;55.425020
3142;55.425020
3143;55.425020
3144;55.425020
3145;55.425020
3146;55.425020
3147;55.425020
3148;55.425020
3149;55.425020
3150;55.425020
3151;55.425020
3152;55.425020
3153;55.425020
3154;55.425020
3155;55.425020
3156;55.425020
3157;55.425020
3158;55.425020
3159;55.425020
3160;55.425020
3161;55.425020
3162;55.425020
3163;55.425020
3164;55.425020
3165;55.425020
3166;55.425020
3167;55.425020
3168;55.425020
3169;55.425020
3170;55.425020
3171;55.425020
3172;55.425020
3173;55.425020
3174;55.425020
3175;55.425020
3176;55.425020
3177;55.425020
3178;55.425020
3179;55.425020
3180;55.425020
3181;55.425020
3182;55.425020
3183;55.425020
3184;55.425020
3185;55.425020
3186;55.425020
3187;55.425020
3188;55.425020
3189;55.425020
3190;55.425020
3191;55.425020
3192;55.425020
3193;55.425020
3194;55.425020
3195;55.425020
3196;55.425020
3197;55.425020
3198;55.425020
3199;55.425020
3200;55.425020
3201;55.425020
3202;55.425020
3203;55.425020
3204;55.425020
3205;55.425020
3206;55.425020
3207;55.425020
3208;55.425020
3209;55.425020
3210;55.425020
3211;55.425020
3212;55.425020
3213;55.425020
3214;55.425020
3215;55.425020
3216;55.425020
3217;55.425020
3218;55.425020
3219;55.425020
3220;55.425020
3221;55.425020
3222;55.425020
3223;55.425020
3224;55.425020
3225;55.425020
3226;55.425020
3227;55.425020
3228;55.425020
3229;55.425020
3230;55.425020
3231;55.425020
3232;55.425020
3233;55.425020
3234;55.425020
3235;55.425020
3236;55.425020
3237;55.425020
3238;55.425020
3239;55.425020
3240;55.425020
3241;55.425020
3242;55.425020
3243;55.425020
3244;55.425020
3245;55.425020
3246;55.425020
3247;55.425020
3248;55.425020
3249;55.425020
3250;55.425020
3251;55.425020
3252;55.425020
3253;55.425020
3254;55.425020
3255;55.425020
3256;55.425020
3257;55.425020
3258;55.425020
3259;55.425020
3260;55.425020
3261;55.425020
3262;55.425020
3263;55.425020
3264;55.425020
3265;55.425020
3266;55.425020
3267;55.425020
3268;55.425020
3269;55.425020
3270;55.425020
3271;55.425020
3272;55.425020
3273;55.425020
3274;55.425020
3275;55.425020
3276;55.425020
3277;55.425020
3278;55.425020
3279;55.425020
3280;55.425020
3281;55.425020
3282;55.425020
3283;55.425020
3284;55.425020
3285;55.425020
3286;55.425020
3287;55.425020
3288;55.425020
3289;55.425020
3290;55.425020
3291;55.425020
3292;55.425020
3293;55.425020
3294;55.425020
3295;55.425020
3296;55.425020
3297;55.425020
3298;55.425020
3299;55.425020
3300;55.425020
3301;55.425020
3302;55.425020
3303;55.425020
3304;55.425020
3305;55.425020
3306;55.425020
3307;55.425020
3308;55.425020
3309;55.425020
3310;55.425020
3311;55.425020
3312;55.425020
3313;55.425020
3314;55.425020
3315;55.425020
3316;55.425020
3317;55.425020
3318;55.425020
3319;55.425020
3320;55.425020
3321;55.425020
3322;55.425020
3323;55.425020
3324;55.425020
3325;55.425020
3326;55.425020
3327;55.425020
3328;55.425020
3329;55.425020
3330;55.425020
3331;55.425020
3332;55.425020
3333;55.425020
3334;55.425020
3335;55.425020
3336;55.425020
3337;55.425020
3338;55.425020
3339;55.425020
3340;55.425020
3341;55.425020
3342;55.425020
3343;55.425020
3344;55.425020
3345;55.425020
3346;55.425020
3347;55.425020
3348;55.425020
3349;55.425020
3350;55.425020
3351;55.425020
3352;55.425020
3353;55.425020
3354;55.425020
3355;55.425020
3356;55.425020
3357;55.425020
3358;55.425020
3359;55.425020
3360;55.425020
3361;55.425020
3362;55.425020
3363;55.425020
3364;55.425020
3365;55.425020
3366;55.425020
3367;55.425020
3368;55.425020
3369;55.425020
3370;55.425020
3371;55.425020
3372;55.425020
3373;55.425020
3374;55.425020
3375;55.425020
3376;55.425020
3377;55.425020
3378;55.425020
3379;55.425020
3380;55.425020
3381;55.425020
3382;55.425020
3383;55.425020
3384;55.425020
3385;55.425020
3386;55.425020
3387;55.425020
3388;55.425020
3389;55.425020
3390;55.425020
3391;55.425020
3392;55.425020
3393;55.425020
3394;55.425020
3395;55.425020
3396;55.425020
3397;55.425020
3398;55.425020
3399;55.425020
3400;55.425020
3401;55.425020
3402;55.425020
3403;55.425020
3404;55.425020
3405;55.425020
3406;55.425020
3407;55.425020
3408;55.425020
3409;55.425020
3410;55.425020
3411;55.425020
3412;55.425020
3413;55.425020
3414;55.425020
3415;55.425020
3416;55.425020
3417;55.425020
3418;55.425020
3419;55.425020
3420;55.425020
3421;55.425020
3422;55.425020
3423;55.425020
3424;55.425020
3425;55.425020
3426;55.425020
3427;55.425020
3428;55.425020
3429;55.425020
3430;55.425020
3431;55.425020
3432;55.425020
3433;55.425020
3434;55.425020
3435;55.425020
3436;55.425020
3437;55.425020
3438;55.425020
3439;55.425020
3440;55.425020
3441;55.425020
3442;55.425020
3443;55.425020
3444;55.425020
3445;55.425020
3446;55.425020
3447;55.425020
3448;55.425020
3449;55.425020
3450;55.425020
3451;55.425020
3452;55.425020
3453;55.425020
3454;55.425020
3455;55.425020
3456;55.425020
3457;55.425020
3458;55.425020
3459;55.425020
3460;55.425020
3461;55.425020
3462;55.425020
3463;55.425020
3464;55.425020
3465;55.425020
3466;55.425020
3467;55.425020
3468;55.425020
3469;55.425020
3470;55.425020
3471;55.425020
3472;55.425020
3473;55.425020
3474;55.425020
3475;55.425020
3476;55.425020
3477;55.425020
3478;55.425020
3479;55.425020
3480;55.425020
3481;55.425020
3482;55.425020
3483;55.425020
3484;55.425020
3485;55.425020
3486;55.425020
3487;55.425020
3488;55.425020
3489;55.425020
3490;55.425020
3491;55.425020
3492;55.425020
3493;55.425020
3494;55.425020
3495;55.425020
3496;55.425020
3497;55.425020
3498;55.425020
3499;55.425020
3500;55.425020
3501;55.425020
3502;55.425020
3503;55.425020
3504;55.425020
3505;55.425020
3506;55.425020
3507;55.425020
3508;55.425020
3509;55.425020
3510;55.425020
3511;55.425020
3512;55.425020
3513;55.425020
3514;55.425020
3515;55.425020
3516;55.425020
3517;55.425020
3518;55.425020
3519;55.425020
3520;55.425020
3521;55.425020
3522;55.425020
3523;55.425020
3524;55.425020
3525;55.425020
3526;55.425020
3527;55.425020
3528;55.425020
3529;55.425020
3530;55.425020
3531;55.425020
3532;55.425020
3533;55.425020
3534;55.425020
3535;55.425020
3536;55.425020
3537;55.425020
3538;55.425020
3539;55.425020
3540;55.425020
3541;55.425020
3542;55.425020
3543;55.425020
3544;55.425020
3545;55.425020
3546;55.425020
3547;55.425020
3548;55.425020
3549;55.425020
3550;55.425020
3551;55.425020
3552;55.425020
3553;55.425020
3554;55.425020
3555;55.425020
3556;55.425020
3557;55.425020
3558;55.425020
3559;55.425020
3560;55.425020
3561;55.425020
3562;55.425020
3563;55.425020
3564;55.425020
3565;55.425020
3566;55.425020
3567;55.425020
3568;55.425020
3569;55.425020
3570;55.425020
3571;55.425020
3572;55.425020
3573;55.425020
3574;55.425020
3575;55.425020
3576;55.425020
3577;55.425020
3578;55.425020
3579;55.425020
3580;55.425020
3581;55.425020
3582;55.425020
3583;55.425020
3584;55.425020
3585;55.425020
3586;55.425020
3587;55.425020
3588;55.425020
3589;55.425020
3590;55.425020
3591;55.425020
3592;55.425020
3593;55.425020
3594;55.425020
3595;55.425020
3596;55.425020
3597;55.425020
3598;55.425020
3599;55.425020
3600;55.425020
3601;55.425020
3602;55.425020
3603;55.425020
3604;55.425020
3605;55.425020
3606;55.425020
3607;55.425020
3608;55.425020
3609;55.425020
3610;55.425020
3611;55.425020
3612;55.425020
3613;55.425020
3614;55.425020
3615;55.425020
