nr;FH11_PULL
1372;55.425020
1373;55.425020
1374;55.425020
1375;55.425020
1376;55.425020
1377;55.425020
1378;55.425020
1379;55.425020
1380;55.425020
1381;55.425020
1382;55.425020
1383;55.425020
1384;55.425020
1385;55.425020
1386;55.425020
1387;55.425020
1388;55.425020
1389;55.425020
1390;55.425020
1391;55.425020
1392;55.425020
1393;55.425020
1394;55.425020
1395;55.425020
1396;55.425020
1397;55.425020
1398;55.425020
1399;55.425020
1400;55.425020
1401;55.425020
1402;55.425020
1403;55.425020
1404;55.425020
1405;55.425020
1406;55.425020
1407;55.425020
1408;55.425020
1409;55.425020
1410;55.425020
1411;55.425020
1412;55.425020
1413;55.425020
1414;55.425020
1415;55.425020
1416;55.425020
1417;55.425020
1418;55.425020
1419;55.425020
1420;55.425020
1421;55.425020
1422;55.425020
1423;55.425020
1424;55.425020
1425;55.425020
1426;55.425020
1427;55.425020
1428;55.425020
1429;55.425020
1430;55.425020
1431;55.425020
1432;55.425020
1433;55.425020
1434;55.425020
1435;55.425020
1436;55.425020
1437;55.425020
1438;55.425020
1439;55.425020
1440;55.425020
1441;55.425020
1442;55.425020
1443;55.425020
1444;55.425020
1445;55.425020
1446;55.425020
1447;55.425020
1448;55.425020
1449;55.425020
1450;55.425020
1451;55.425020
1452;55.425020
1453;55.425020
1454;55.425020
1455;55.425020
1456;55.425020
1457;55.425020
1458;55.425020
1459;55.425020
1460;55.425020
1461;55.425020
1462;55.425020
1463;55.425020
1464;55.425020
1465;55.425020
1466;55.425020
1467;55.425020
1468;55.425020
1469;55.425020
1470;55.425020
1471;55.425020
1472;55.425020
1473;55.425020
1474;55.425020
1475;55.425020
1476;55.425020
1477;55.425020
1478;55.425020
1479;55.425020
1480;55.425020
1481;55.425020
1482;55.425020
1483;55.425020
1484;55.425020
1485;55.425020
1486;55.425020
1487;55.425020
1488;55.425020
1489;55.425020
1490;55.425020
1491;55.425020
1492;55.425020
1493;55.425020
1494;55.425020
1495;55.425020
1496;55.425020
1497;55.425020
1498;55.425020
1499;55.425020
1500;55.425020
1501;55.425020
1502;55.425020
1503;55.425020
1504;55.425020
1505;55.425020
1506;55.425020
1507;55.425020
1508;55.425020
1509;55.425020
1510;55.425020
1511;55.425020
1512;55.425020
1513;55.425020
1514;55.425020
1515;55.425020
1516;55.425020
1517;55.425020
1518;55.425020
1519;55.425020
1520;55.425020
1521;55.425020
1522;55.425020
1523;55.425020
1524;55.425020
1525;55.425020
1526;55.425020
1527;55.425020
1528;55.425020
1529;55.425020
1530;55.425020
1531;55.425020
1532;55.425020
1533;55.425020
1534;55.425020
1535;55.425020
1536;55.425020
1537;55.425020
1538;55.425020
1539;55.425020
1540;55.425020
1541;55.425020
1542;55.425020
1543;55.425020
1544;55.425020
1545;55.425020
1546;55.425020
1547;55.425020
1548;55.425020
1549;55.425020
1550;55.425020
1551;55.425020
1552;55.425020
1553;55.425020
1554;55.425020
1555;55.425020
1556;55.425020
1557;55.425020
1558;55.425020
1559;55.425020
1560;55.425020
1561;55.425020
1562;55.425020
1563;55.425020
1564;55.425020
1565;55.425020
1566;55.425020
1567;55.425020
1568;55.425020
1569;55.425020
1570;55.425020
1571;55.425020
1572;55.425020
1573;55.425020
1574;55.425020
1575;55.425020
1576;55.425020
1577;55.425020
1578;55.425020
1579;55.425020
1580;55.425020
1581;55.425020
1582;55.425020
1583;55.425020
1584;55.425020
1585;55.425020
1586;55.425020
1587;55.425020
1588;55.425020
1589;55.425020
1590;55.425020
1591;55.425020
1592;55.425020
1593;55.425020
1594;55.425020
1595;55.425020
1596;55.425020
1597;55.425020
1598;55.425020
1599;55.425020
1600;55.425020
1601;55.425020
1602;55.425020
1603;55.425020
1604;55.425020
1605;55.425020
1606;55.425020
1607;55.425020
1608;55.425020
1609;55.425020
1610;55.425020
1611;55.425020
1612;55.425020
1613;55.425020
1614;55.425020
1615;55.425020
1616;55.425020
1617;55.425020
1618;55.425020
1619;55.425020
1620;55.425020
1621;55.425020
1622;55.425020
1623;55.425020
1624;55.425020
1625;55.425020
1626;55.425020
1627;55.425020
1628;55.425020
1629;55.425020
1630;55.425020
1631;55.425020
1632;55.425020
1633;55.425020
1634;55.425020
1635;55.425020
1636;55.425020
1637;55.425020
1638;55.425020
1639;55.425020
1640;55.425020
1641;55.425020
1642;55.425020
1643;55.425020
1644;55.425020
1645;55.425020
1646;55.425020
1647;55.425020
1648;55.425020
1649;55.425020
1650;55.425020
1651;55.425020
1652;55.425020
1653;55.425020
1654;55.425020
1655;55.425020
1656;55.425020
1657;55.425020
1658;55.425020
1659;55.425020
1660;55.425020
1661;55.425020
1662;55.425020
1663;55.425020
1664;55.425020
1665;55.425020
1666;55.425020
1667;55.425020
1668;55.425020
1669;55.425020
1670;55.425020
1671;55.425020
1672;55.425020
1673;55.425020
1674;55.425020
1675;55.425020
1676;55.425020
1677;55.425020
1678;55.425020
1679;55.425020
1680;55.425020
1681;55.425020
1682;55.425020
1683;55.425020
1684;55.425020
1685;55.425020
1686;55.425020
1687;55.425020
1688;55.425020
1689;55.425020
1690;55.425020
1691;55.425020
1692;55.425020
1693;55.425020
1694;55.425020
1695;55.425020
1696;55.425020
1697;55.425020
1698;55.425020
1699;55.425020
1700;55.425020
1701;55.425020
1702;55.425020
1703;55.425020
1704;55.425020
1705;55.425020
1706;55.425020
1707;55.425020
1708;55.425020
1709;55.425020
1710;55.425020
1711;55.425020
1712;55.425020
1713;55.425020
1714;55.425020
1715;55.425020
1716;55.425020
1717;55.425020
1718;55.425020
1719;55.425020
1720;55.425020
1721;55.425020
1722;55.425020
1723;55.425020
1724;55.425020
1725;55.425020
1726;55.425020
1727;55.425020
1728;55.425020
1729;55.425020
1730;55.425020
1731;55.425020
1732;55.425020
1733;55.425020
1734;55.425020
1735;55.425020
1736;55.425020
1737;55.425020
1738;55.425020
1739;55.425020
1740;55.425020
1741;55.425020
1742;55.425020
1743;55.425020
1744;55.425020
1745;55.425020
1746;55.425020
1747;55.425020
1748;55.425020
1749;55.425020
1750;55.425020
1751;55.425020
1752;55.425020
1753;55.425020
1754;55.425020
1755;55.425020
1756;55.425020
1757;55.425020
1758;55.425020
1759;55.425020
1760;55.425020
1761;55.425020
1762;55.425020
1763;55.425020
1764;55.425020
1765;55.425020
1766;55.425020
1767;55.425020
1768;55.425020
1769;55.425020
1770;55.425020
1771;55.425020
1772;55.425020
1773;55.425020
1774;55.425020
1775;55.425020
1776;55.425020
1777;55.425020
1778;55.425020
1779;55.425020
1780;55.425020
1781;55.425020
1782;55.425020
1783;55.425020
1784;55.425020
1785;55.425020
1786;55.425020
1787;55.425020
1788;55.425020
1789;55.425020
1790;55.425020
1791;55.425020
1792;55.425020
1793;55.425020
1794;55.425020
1795;55.425020
1796;55.425020
1797;55.425020
1798;55.425020
1799;55.425020
1800;55.425020
1801;55.425020
1802;55.425020
1803;55.425020
1804;55.425020
1805;55.425020
1806;55.425020
1807;55.425020
1808;55.425020
1809;55.425020
1810;55.425020
1811;55.425020
1812;55.425020
1813;55.425020
1814;55.425020
1815;55.425020
1816;55.425020
1817;55.425020
1818;55.425020
1819;55.425020
1820;55.425020
1821;55.425020
1822;55.425020
1823;55.425020
1824;55.425020
1825;55.425020
1826;55.425020
1827;55.425020
1828;55.425020
1829;55.425020
1830;55.425020
1831;55.425020
1832;55.425020
1833;55.425020
1834;55.425020
1835;55.425020
1836;55.425020
1837;55.425020
1838;55.425020
1839;55.425020
1840;55.425020
1841;55.425020
1842;55.425020
1843;55.425020
1844;55.425020
1845;55.425020
1846;55.425020
1847;55.425020
1848;55.425020
1849;55.425020
1850;55.425020
1851;55.425020
1852;55.425020
1853;55.425020
1854;55.425020
1855;55.425020
1856;55.425020
1857;55.425020
1858;55.425020
1859;55.425020
1860;55.425020
1861;55.425020
1862;55.425020
1863;55.425020
1864;55.425020
1865;55.425020
1866;55.425020
1867;55.425020
