$Date;$Time;FH11_Z3_TEMP_SP;FH11_Z3_TEMP_PV;FH11_Z2C_TEMP_PV;FH11_Z4_TEMP_PV;FH11_Z3_MIX_VLV_POS_PV;FH11_Z3_MIX_PRES_PV;FH11_PULL
05/04/18;11:31:57;1184;1184.144;1185.735;1180.237;29.7743;1.351273;44.98286
05/04/18;11:31:58;1184;1184.144;1185.735;1180.237;29.7743;1.362847;44.98286
05/04/18;11:31:59;1184;1184.144;1185.735;1180.237;29.7743;1.362847;44.98286
05/04/18;11:32:00;1184;1184.144;1185.735;1180.237;29.7743;1.35706;44.98286
05/04/18;11:32:01;1184;1184.144;1185.735;1180.237;29.7743;1.362847;44.98286
05/04/18;11:32:02;1184;1184.144;1185.735;1180.237;29.7743;1.365741;44.98286
05/04/18;11:32:03;1184;1184.144;1185.735;1180.237;29.7743;1.35706;44.98286
05/04/18;11:32:04;1184;1184.144;1185.735;1180.237;29.7743;1.351273;44.98286
05/04/18;11:32:05;1184;1184.144;1185.735;1180.237;29.7743;1.385995;44.98286
05/04/18;11:32:06;1184;1184.144;1185.735;1180.237;29.7743;1.365741;44.98286
05/04/18;11:32:07;1184;1184.144;1185.735;1180.237;29.7743;1.362847;44.98286
05/04/18;11:32:08;1184;1184.144;1185.735;1180.237;29.7743;1.365741;44.98286
05/04/18;11:32:09;1184;1184.144;1185.735;1180.237;29.7743;1.377315;44.98286
05/04/18;11:32:10;1184;1184.144;1185.735;1180.237;29.7743;1.359954;44.98286
05/04/18;11:32:11;1184;1184.144;1185.735;1180.237;29.7743;1.377315;44.98286
05/04/18;11:32:12;1184;1184.144;1185.735;1180.237;29.7743;1.362847;44.98286
05/04/18;11:32:13;1184;1184.144;1185.735;1180.237;29.7743;1.331018;44.98286
05/04/18;11:32:14;1184;1184.144;1185.735;1180.093;29.7743;1.374421;44.98286
05/04/18;11:32:15;1184;1184.144;1185.735;1180.237;29.7743;1.371528;44.98286
05/04/18;11:32:16;1184;1184.144;1185.735;1180.093;29.7743;1.365741;44.98286
05/04/18;11:32:17;1184;1184.144;1185.735;1180.237;29.7743;1.362847;44.98286
05/04/18;11:32:18;1184;1184.144;1185.88;1180.237;29.7743;1.380208;44.98286
